Title,Acronym,Source,Rank,,Primary For,
IEEE/ACIS International Conference on Computer and Information Science,ICIS,CORE2023,C,No,46,
IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining,ASONAM,CORE2023,B,Yes,4605,4611
"IEEE/ACM International Conference on Big Data Computing, Applications and Technologies",BDCAT,CORE2023,C,Yes,4611,4601
IEEE/ACM International Conference on Computer-Aided Design,ICCAD,CORE2023,A,No,CSE,
IEEE/ACM International Conference on Grid Computing,GRID,CORE2018,A,No,0805,
IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,CORE2023,A*,Yes,4607,
IEEE/IFAC Computer Aided Control System Design,CACSD,ERA2010,B,No,1006,
IEEE/IFAC Joint Symposium on Intelligent Control,CACSD,CORE2018,B,No,,
IEEE/IFIP International Conference on Dependable Systems and Networks,DSN,CORE2023,A,Yes,4606,
IEEE/IFIP International Conference on Embedded and Ubiquitous Computing,EUC,CORE2023,C,No,4606,
IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems,BASYS,CORE2018,B,No,0902,
IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,CORE2023,A,Yes,4602,
IEEE/WIC/ACM International Conference on Web Intelligence (previously joint with Intelligent Agent Technology WI-IAT),WI,CORE2023,B,Yes,4602,
IFAC Conference on Automation,ICA,CORE2018,C,No,,
IFAC Conference on System Structure and Control,SSSC,CORE2023,C,No,4612,
"IFAC Symposium on Fault Detection, Supervision and Safety of Technical Processes",SAFEProcess,CORE2023,C,No,4604,
IFIP Conference on Biologically Inspired Collaborative Computing,BICC,CORE2018,C,No,0801,
IFIP Congress (Information Processing),Information Processing,CORE2018,C,No,08,
IFIP Information Security & Privacy Conference,IFIP SEC,CORE2023,B,Yes,4604,
IFIP International Conference on Broadband Communications,BC,CORE2018,C,No,1005,
IFIP International Conference on Distributed Applications and Interoperable Systems,DAIS,CORE2023,C,Yes,4606,
IFIP International Conference on Network and Parallel Computing,NPC,CORE2023,C,No,4606,
IFIP International Conference on Networking,Networking,CORE2023,B,Yes,4606,
IFIP International Conference on Open Distributed Processing,ODP,CORE2018,B,No,0805,
IFIP International Conference on Theoretical Computer Science,IFIP TCS,CORE2018,C,No,0802,
"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,CORE2023,Journal Published,Yes,4612,
"IFIP Joint International Conference on Formal Description Techniques and Protocol Specification, Testing, And Verification",FORTE,CORE2023,C,Yes,4612,
IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2023,B,Yes,4608,
IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,CORE2023,B,Yes,4604,
IFIP WG8.1 Working Conference on the Practice of Enterprise Modeling,PoEM,CORE2023,unranked: not primarily CS,Yes,46,
IFIP Working Conference on Visual Database Systems,VDbS,CORE2018,B,Yes,0804,
IFIP Working Conferences on Virtual Enterprises,PRO-VE,CORE2023,C,No,4606,
IFIP/ACM Working Conference on Component Deployment,CD,CORE2018,B,No,0803,
IFIP/IEEE International Conference on Performance Evaluation and Modeling in Wired and Wireless Networks,PEMWN,CORE2023,C,Yes,4606,
IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,CORE2023,B,Yes,4606,
IFSA World Congress,IFSA,CORE2023,C,Yes,4602,
IGIP - international Society for Engineering Education Annual Meeting,,ERA2010,C,No,09,
IMA International Conference on Cryptography and Coding,IMACC,CORE2023,C,Yes,4604,
Image and Vision Computing Conference,IVCNZ,CORE2023,Australasian C,Yes,4603,
Indian Conference on Human-Computer Interaction,IndiaHCI,CORE2023,National: India,Yes,4608,
Indoor Air,IA,ERA2010,A,No,1202,
Inductive Logic Programming,ILP,CORE2023,B,No,4613,
Industrial Simulation Conference,ISC,CORE2023,C,No,4602,
Informatics Education Europe,IEE,CORE2018,C,No,0899,
"Informatics in Education (journal, congress, symposium, etc all under this name - can't rank)",,CORE2018,C,No,,
Information Hiding and Multimedia Security Workshop,IH&MMSec,CORE2023,C,No,4604,
Information Integration and Web-based Applications and Services,IIWAS,CORE2023,C,No,46,
Information Processing in Sensor Networks,IPSN,CORE2023,A*,Yes,4606,
Information Resources Management Association International Conference,IRMA,CORE2018,B,No,,
Information Security Conference,ISC,CORE2023,C,Yes,4604,
Information Security Practice and Experience Conference,ISPEC,CORE2023,C,Yes,4604,
Information Security Symposium,CERIAS,CORE2023,National: USA,No,4604,
Information Systems &Technologies /SPIE Conference on Digital Video Compression Algorithms & Techniques,DVAT,CORE2018,C,No,,
Information Systems Education Conference,ISECON,CORE2018,B,No,0806,
Information Systems Research Seminar in Scandinavia,IRIS,ERA2010,C,Yes,0806,
Information Theory Workshop,ITW,CORE2023,B,Yes,4613,
Information Visualisation Theory and Practice,InfVis,CORE2023,C,No,4608,
Information Visualization Evaluation,IVE,CORE2018,C,No,0801,
Information Visualization in Biomedical Informatics,IVBI,CORE2023,C,No,4601,
Informing Science and Information Technology Education,InSITE,CORE2023,C,No,4608,
Infrastructure and Environment (International Postgraduate Conference),IPC,ERA2010,B,No,1202,
Innovations in Theoretical Computer Science,ITCS,CORE2023,A,Yes,4613,
Innovative Applications in AI,IAAI,CORE2023,C,No,4602,
Institute for Small Business and Entrepreneurship Annual Conference,ISBE,CORE2018,C,No,0806,
Int. Workshop on Formal Methods for Industrial Critical Systems,FMICS,CORE2023,C,No,4612,
Int. Workshop on Multi-Media Data Base Management Systems,IW-MMDBMS,CORE2018,C,No,0804,
Integrated Data Environments Australia Workshop,IDEAW,CORE2018,Australasian,Yes,0804,
Integrated Formal Methods,IFM,CORE2023,B,Yes,4612,
Integration of Software Engineering and Agent Technology,ISEAT,CORE2018,B,No,0801,
"Intelligence Tools, Data Mining, Visualization",IDV,CORE2018,C,No,0801,
Intelligent Data Analysis,IDA,CORE2023,B,Yes,4605,
Intelligent Distributed Computing,IDC,CORE2023,Unranked,Yes,4606,
"Intelligent Multimedia, Computing and Communications Technologies and Applications of the Future ",CCTAF,CORE2018,C,No,,
Intelligent Systems in Molecular Biology,ISMB,CORE2023,journal published,Yes,4601,
Intelligent Vehicles Conference,IEEE-IV,CORE2023,B,Yes,4602,
Intelligent Vehicles Symposium,IEEE IV,ERA2010,B,No,0902,
Intelligent Virtual Agents,IVA,CORE2023,B,Yes,4602,
Intenational Environmental Modelling and Software Society,iEMSs,CORE2023,C,No,4601,
Interaction,Interaction,CORE2018,C,No,0806,
Interaction Design and Children (ACM),IDC,CORE2023,B,Yes,4608,
Interactive Entertainment,IE,CORE2023,Australasian C,No,4607,
Interior Design Educators Association (IDEA) Conference,IDEA,ERA2010,B,No,1201,
Interiors Forum Scotland conference,IFS,ERA2010,B,No,1201,
"Interiors Forum World, Politecnico di Milano",IFW,ERA2010,B,No,1201,
International ACM SIGACCESS Conference on Computers and Accessibility,ASSETS,CORE2023,A,Yes,4608,
International and Interdisciplinary Conference on Modelling and Using Context,CONTEXT,CORE2021,C,No,4602,
International Association for the Study of Traditional Environments (US),IASTE,ERA2010,B,No,1201,
International Association of Ergonomics Societies Congress,IEA,ERA2010,B,No,1203,
International Association of Societies of Design Research,IASDR,ERA2010,B,No,1201,
International Atlantic Web Intelligence Conference,AWIC,CORE2018,C,No,0801,
International Baltic Conference on Databases and Information Systems,DB&IS,CORE2023,Regional - Baltic,No,4605,
International Business Information Management,IBIMA,CORE2018,B,No,0806,
International Cognitive Robotics Conference,COGROBO,CORE2018,B,No,0801,
International Colloquium on Automata Languages and Programming,ICALP,CORE2023,A,Yes,4613,
"International Colloquium on Data Sciences, Knowledge Discovery and Business Intelligence",DSKDB,CORE2018,C,No,0801,
International Colloquium on Structural Information and Communication Complexity,SIROCCO,CORE2023,B,No,4613,
International Colloquium on Theoretical Aspects of Computing,ICTAC,CORE2023,C,Yes,4613,
"International Command and Control Research and Technology Symposium ",CCRTS,CORE2018,C,No,,
International Command and Control Research and Technology Symposium,ICCRTS,ERA2010,C,No,0905,
International Computer Science Conference,ICSC,CORE2018,B,No,08,
International Computer Science Symposium in Russia,CSR,CORE2023,National: Russia,Yes,46,
International Computer Software and Applications Conference,COMPSAC,CORE2023,B,Yes,4601,
International Computer Symposium Conference,ICSC2,CORE2018,A,No,,
International Computer Symposium Workshop,WICS,CORE2018,C,No,,
International Computing Education Research Workshop,ICER,CORE2023,A,Yes,4608,
"International Conference Abstract State Machines, Alloy, B, TLA, VDM, and Z (Previously International Conference of B and Z Users, ZB, changed in 2008)",ABZ,CORE2023,C,No,4612,
International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region,HPC Asia,CORE2023,C,Yes,4606,
International Conference and Workshops on Algorithms and Computation,WALCOM,CORE2023,B,Yes,4613,
"International Conference Computer Graphics, Imaging and Visualization",CGIV,CORE2018,C,No,0801,
"International Conference for Bulk Materials Storage, Handling and Transportation",,ERA2010,A,No,0910,0915
"International Conference for High Performance Computing, Networking, Storage and Analysis (was Supercomputing Conference)",SC,CORE2023,A,No,CSE,
International Conference Formal Concept Analysis Conference,ICFCA,CORE2023,C,No,4613,
"International Conference Imaging Science, Systems and Technology",CISST,CORE2018,C,No,0801,
International Conference in Business Process Management,BPM,CORE2023,A,No,4612,
International Conference in Methodologies and Intelligent Systems for Technology Enhanced Learning,MIS4TEL,CORE2023,National: Spain,Yes,4601,4602
International Conference Information Systems Architecture and Technology,ISAT,CORE2021,National:Poland,Yes,4606,4601
International Conference of Asian Digital Libraries,ICADL,CORE2018,A,No,,
"International Conference of Broadband Communication, Information Technology and Biomedical Applications",broadcom,ERA2010,C,No,1005,
International Conference of Society for Group Decision and Negotiation,GDN,CORE2018,B,No,0806,
International Conference of the Immersive Learning Research Network,iLRN,CORE2023,C,Yes,4601,
International Conference of the International Association for Computer Methods and Advances in Geomechanics,IACMAG,ERA2010,A,No,0905,
International Conference on 3G Mobile Communication Technologies,3G,CORE2018,C,No,0801,
International Conference on AD-HOC Networks and Wireless,ADHOC-NOW,CORE2021,C,Yes,4606,
International Conference on Adaptive and Natural Computing Algorithms,ICANNGA,CORE2018,C,No,0801,
International Conference on Advanced and Trusted Computing (was International Conference on Autonomic and Trusted Computing),ATC,CORE2023,C,No,4604,4605
International Conference on Advanced Computing and Communications,AdCom,CORE2023,National: India,No,4606,
International Conference on Advanced Data Mining and Applications,ADMA,CORE2023,C,Yes,4605,
International Conference on Advanced Information Management,IMS,CORE2018,C,No,0806,
International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,CORE2023,B,No,4606,
International Conference on Advanced Information Systems Engineering,CaiSE,CORE2023,A,Yes,4605,
International Conference on Advanced Language Processing and Web Information Technology,ALPIT,CORE2018,C,No,0806,
International Conference on Advanced Materials Processing,,ERA2010,B,No,0910,
International Conference on Advanced Technologies For Signal & Image Processing,ATSIP,CORE2023,National: Tunisia,Yes,4603,
International Conference on Advances and Trends in Engineering Materials and Their Applications,,ERA2010,A,No,0910,
International Conference on Advances in Computer-Human Interactions,ACHI,CORE2023,C,No,4608,
"International Conference on Advances in Infrastructure for Electronic Business, Science, and Education on the Internet",SSGRR,CORE2018,C,No,0806,
International Conference on Advances in Intelligent Systems: Theory and Applications,AISTA,CORE2018,B,No,0801,
International Conference on Advances in Materials and Processing Technologies,,ERA2010,A,No,0910,
International Conference on Advances in Mobile Computing and Multimedia,MOMM,CORE2023,C,Yes,4606,
International Conference on Advances in Pattern Recognition and Digital Techniques,ICAPRDT,CORE2018,C,No,0801,
International Conference on Affective Computing and Intelligent,ACII,CORE2023,C,No,4608,
International Conference on Agents and Artificial Intelligence,ICAART,CORE2023,B,Yes,4602,
International Conference On Agile Manufacturing,,ERA2010,A,No,0910,0915
"International Conference on Agile Software Development (chnaged in 2010, was International Conference on extreme Programming and Flexible Processes in Software Engineering)",XP,CORE2018,B,No,0803,
International Conference on AI in Design,AID,CORE2018,A,No,0801,
International Conference on Algebraic and Logic Programming,ALP,CORE2018,B,No,0802,
International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,CORE2023,C,Yes,4606,
International Conference on Algorithms and Complexity (was Italian Conference ),CIAC,CORE2023,C,No,4613,
"International Conference on Analysis of Images, Social Networks and Texts",AIST,CORE2023,National: Russia,Yes,4602,4605
"International Conference on Application-specific Systems, Architectures and Processors",ASAP,CORE2018,A,No,0805,
International Conference on Applications of Evolutionary Computation,EvoApplications,CORE2023,B,Yes,4602,4601
International Conference on Applications of Prolog (no information after 2013),INAP,CORE2014,C,No,,
International Conference on Applied Cryptography and Network Security,ACNS,CORE2023,B,No,4604,
International Conference on Artificial Intelligence,IC-AI,CORE2023,National: USA,No,4602,
International Conference on Artificial Intelligence and Law,ICAIL,CORE2023,C,No,4602,
International Conference on Artificial Intelligence and Pattern Recognition,AIPR,CORE2018,C,No,0801,
International Conference on Artificial Intelligence and Soft Computing,ICAISC,CORE2023,National: Poland,No,4602,
International Conference on Artificial Intelligence and Statistics,AISTATS,CORE2023,A,Yes,4611,
International Conference on Artificial Intelligence in Education,AIED,CORE2023,A,Yes,4601,
International Conference on Artificial Intelligence in Medicine,AIME,CORE2023,B,Yes,4601,
"International Conference on Artificial Intelligence in Music, Sound, Art and Design",EvoMUSART,CORE2023,C,Yes,4602,4608
International Conference on Artificial Intelligence in Science and Technology,AISAT,CORE2018,C,No,0801,
"International Conference on Artificial Intelligence: Methodology, Systems, Applications",AIMSA,CORE2023,National: Bulgaria,Yes,4602,
International Conference on Artificial Neural Networks,ICANN,CORE2023,C,Yes,4611,
International Conference on Artificial Neural Networks and Genetic Algorithms,ICANNGA,CORE2018,C,No,,
International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments,EGVE,CORE2023,C,Yes,4607,
International Conference on Artificial Reality and Telexistence,ICAT,CORE2017,B,No,0801,
International Conference on Automated Deduction,CADE,CORE2023,A,Yes,4602,
International Conference on Automated Planning and Scheduling,ICAPS,CORE2023,A*,Yes,4602,
"International Conference on Automation, Robotics and Control Systems",ARCS,ERA2010,C,No,0910,
"International Conference on Availability, Reliability and Security",ARES,CORE2023,B,Yes,4604,
International Conference on Biomedical and Pharmaceutical Engineering,,ERA2010,B,No,0903,
"International Conference on Broadband Communications, Networks and Systems",Broadnets,CORE2023,C,Yes,4606,
International Conference on Business Information Systems,BIS,CORE2018,B,No,0806,
"International Conference on CAD/CAM, Robotics and Factories of the Future",RFF,CORE2018,C,No,0910,
International Conference on Case-Based Reasoning,ICCBR,CORE2023,C,Yes,4602,
International Conference on Chinese Computing,ICCC,CORE2018,C,No,0899,
"International Conference on Civil, Structural and Environmental Engineering Computing",CIVIL-COMP,ERA2010,A,No,09,
